reaction	GPR	score	normalized_score
R_PGP181abcpp	(BHNFPM_00486 or BHNFPM_01488 or BHNFPM_01858 or BHNFPM_04446)	369.0	1.4
R_PHACOAOR	(BHNFPM_00519 and BHNFPM_00520 and BHNFPM_00522)	85.14	0.3
R_PHEMEt	BHNFPM_00876	108.0	0.4
R_PHENOLtex	BHNFPM_00649	67.4	0.3
R_PHETA1	(BHNFPM_00546 or BHNFPM_02707 or BHNFPM_03734)	448.0	1.7
R_PHEabc	(BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_PHEt2r	BHNFPM_02244	85.5	0.3
R_PHEt2rpp	BHNFPM_02244	173.0	0.7
R_PHHL2	BHNFPM_01180	458.0	1.7
R_PIabc	(BHNFPM_02929 and BHNFPM_02930 and BHNFPM_02931 and BHNFPM_02932 and BHNFPM_02933)	402.8	1.5
R_PIt2r	BHNFPM_01343	513.0	1.9
R_PIt7	BHNFPM_02983	200.0	0.8
R_PItex	BHNFPM_00649	67.4	0.3
R_PLPS_1	BHNFPM_00018	211.0	0.8
R_PMANM	(BHNFPM_00285 or BHNFPM_01574 or BHNFPM_02923)	763.0	2.9
R_PMDPHT	BHNFPM_02562	106.5	0.4
R_PMPK	(BHNFPM_02424 or BHNFPM_04219)	318.0	1.2
R_PNP	(BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PNTK	BHNFPM_00091	313.0	1.2
R_PNTK_1	BHNFPM_02177	147.0	0.6
R_PNTOt4pp	BHNFPM_02554	442.0	1.7
R_POAACR	BHNFPM_00067	70.5	0.3
R_PPA	(BHNFPM_03225 or BHNFPM_03830)	450.0	1.7
R_PPAKr	BHNFPM_03235	652.0	2.5
R_PPAt2pp	BHNFPM_04119	350.0	1.3
R_PPAt4pp	(BHNFPM_01596 or BHNFPM_04119)	520.0	2.0
R_PPAtex	BHNFPM_00649	67.4	0.3
R_PPBNGS	BHNFPM_03131	489.0	1.8
R_PPC	BHNFPM_02097	163.0	0.6
R_PPCDC	BHNFPM_01978	494.0	1.9
R_PPCK	BHNFPM_03323	788.0	3.0
R_PPCOAC	(BHNFPM_01928 or BHNFPM_02817)	718.0	2.7
R_PPDIMAT	BHNFPM_00303	32.2	0.1
R_PPM	BHNFPM_02782	610.0	2.3
R_PPM2	BHNFPM_02782	610.0	2.3
R_PPNCL	BHNFPM_01978	494.0	1.9
R_PPND	BHNFPM_02706	403.0	1.5
R_PPNDH	BHNFPM_03093	301.0	1.1
R_PPOHtex	BHNFPM_00649	67.4	0.3
R_PPOR	BHNFPM_00545	315.0	1.2
R_PPPGO	(BHNFPM_01649 or BHNFPM_04167)	499.0	1.9
R_PPPNt2rpp	BHNFPM_04375	160.0	0.6
R_PRAGSr	BHNFPM_00431	477.0	1.8
R_PRAIS_1	BHNFPM_00428	444.0	1.7
R_PRAIi	BHNFPM_02548	150.0	0.6
R_PRAMPC_1	BHNFPM_03731	282.0	1.1
R_PRASCSi	BHNFPM_00423	308.0	1.2
R_PRATPP	(BHNFPM_00077 or BHNFPM_03731)	392.0	1.5
R_PREPTHS	BHNFPM_01150	128.0	0.5
R_PREPTHS2	BHNFPM_01150	128.0	0.5
R_PRFGS	BHNFPM_00662	42.4	0.2
R_PRFGS_1	((BHNFPM_00424 and BHNFPM_00425 and BHNFPM_00426) or BHNFPM_00662)	542.6666666666666	2.0
R_PRMICI	BHNFPM_03733	308.0	1.2
R_PRO1x	BHNFPM_03516	357.0	1.3
R_PROAKGOX1	BHNFPM_03605	107.0	0.4
R_PROGLYabcpp	((BHNFPM_01489 and BHNFPM_01491 and BHNFPM_01492 and BHNFPM_03761) or (BHNFPM_01491 and BHNFPM_01492 and BHNFPM_03761 and BHNFPM_03762) or (BHNFPM_01491 and BHNFPM_01492 and BHNFPM_03761 and BHNFPM_03967) or (BHNFPM_01491 and BHNFPM_01492 and BHNFPM_03761) or (BHNFPM_01492 and BHNFPM_01493 and BHNFPM_03761))	258.8	1.0
R_PROHISGLUtr	(BHNFPM_01722 and BHNFPM_01723 and BHNFPM_01724 and BHNFPM_01725 and BHNFPM_01726)	419.8	1.6
R_PROabc	((BHNFPM_03617 and BHNFPM_03618) or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	440.0	1.7
R_PROt2r	(BHNFPM_01038 or BHNFPM_01596 or BHNFPM_02244 or BHNFPM_03888)	579.0	2.2
R_PROt2rpp	BHNFPM_02244	159.0	0.6
R_PROt4	BHNFPM_01596	508.0	1.9
R_PROt4pp	BHNFPM_01596	520.0	2.0
R_PRPPS	(BHNFPM_00070 or BHNFPM_03816)	506.0	1.9
R_PSCVT	BHNFPM_02705	522.0	2.0
R_PSERT	BHNFPM_03752	385.0	1.5
R_PSP_D	BHNFPM_00346	181.0	0.7
R_PSP_L	BHNFPM_00346	181.0	0.7
R_PSSA120	(BHNFPM_02207 or BHNFPM_03016)	118.0	0.4
R_PSSA141	BHNFPM_02207	118.0	0.4
R_PSSA160	(BHNFPM_02207 or BHNFPM_03016)	118.0	0.4
R_PSSA161	(BHNFPM_02207 or BHNFPM_03016)	118.0	0.4
R_PSSA180	(BHNFPM_02207 or BHNFPM_03016)	118.0	0.4
R_PSSA181	(BHNFPM_02207 or BHNFPM_03016)	118.0	0.4
R_PSURIK	BHNFPM_00656	137.0	0.5
R_PTA2	BHNFPM_04212	504.0	1.9
R_PTAr	BHNFPM_04212	504.0	1.9
R_PTAtex	BHNFPM_00649	67.4	0.3
R_PTHPS	BHNFPM_01830	198.0	0.7
R_PTHPS_1	BHNFPM_01830	185.0	0.7
R_PTHRP	BHNFPM_01983	179.0	0.7
R_PTPATi	BHNFPM_01916	222.0	0.8
R_PTRCAT1	(BHNFPM_00367 or BHNFPM_01286)	86.7	0.3
R_PTRCTA	BHNFPM_02133	268.0	1.0
R_PTRCTA2	BHNFPM_02133	268.0	1.0
R_PTRCabc	((BHNFPM_00571 and BHNFPM_00916) or (BHNFPM_00573 and BHNFPM_00575 and BHNFPM_00915) or (BHNFPM_00573 and BHNFPM_00916) or BHNFPM_00319 or BHNFPM_00916 or BHNFPM_03709 or BHNFPM_03848)	261.0	1.0
R_PTRCabcpp	((BHNFPM_00318 and BHNFPM_00573 and BHNFPM_00916) or (BHNFPM_00319 and BHNFPM_00573) or (BHNFPM_00571 and BHNFPM_00573 and BHNFPM_00916) or (BHNFPM_00573 and BHNFPM_00916) or (BHNFPM_00574 and BHNFPM_00916) or BHNFPM_00319 or BHNFPM_00916 or BHNFPM_03709)	117.85	0.4
R_PUNP1	(BHNFPM_00745 or BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PUNP2	(BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PUNP3	(BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PUNP4	(BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PUNP5	(BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PUNP6	(BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PUNP7	(BHNFPM_02595 or BHNFPM_02781)	387.0	1.5
R_PYDXK_1	BHNFPM_04219	317.0	1.2
R_PYDXPP	(BHNFPM_01471 or BHNFPM_01705 or BHNFPM_03846)	122.0	0.5
R_PYK	BHNFPM_03214	870.0	3.3
R_PYNP1	BHNFPM_02780	623.0	2.4
R_PYNP1_1	BHNFPM_02780	580.0	2.2
R_PYNP2r	BHNFPM_02780	623.0	2.4
R_PYNP2r_1	BHNFPM_02780	580.0	2.2
R_PYOVD2tex	BHNFPM_04284	54.0	0.2
R_PYRt2rpp	BHNFPM_04119	350.0	1.3
R_PYRt4pp	BHNFPM_04119	350.0	1.3
R_PYRtex	BHNFPM_00649	67.4	0.3
R_QULNS	BHNFPM_03088	508.0	1.9
R_R5PP	(BHNFPM_00806 or BHNFPM_01566 or BHNFPM_03398 or BHNFPM_03846)	156.0	0.6
R_RAFFabc	BHNFPM_04338	22.96666666666667	0.1
R_RAFGH	BHNFPM_03855	310.0	1.2
R_RAFH	(BHNFPM_01342 or BHNFPM_03405)	488.0	1.8
R_RBFK	BHNFPM_02075	335.0	1.3
R_RBFSa	((BHNFPM_02562 and BHNFPM_02564) or BHNFPM_02562)	225.0	0.8
R_RBFSa_1	BHNFPM_02562	213.0	0.8
R_RBFSb	((BHNFPM_02562 and BHNFPM_02564) or BHNFPM_02562)	225.0	0.8
R_RBK	BHNFPM_00509	380.0	1.4
R_RECOAH10	BHNFPM_02896	117.0	0.4
R_RECOAH12	BHNFPM_02896	117.0	0.4
R_RECOAH13	BHNFPM_02896	117.0	0.4
R_RECOAH14	BHNFPM_02896	117.0	0.4
R_RECOAH15	BHNFPM_02896	117.0	0.4
R_RECOAH16	BHNFPM_02896	117.0	0.4
R_RECOAH19	BHNFPM_02896	117.0	0.4
R_RECOAH2	BHNFPM_02896	117.0	0.4
R_RECOAH3	BHNFPM_02896	117.0	0.4
R_RECOAH8	BHNFPM_02896	117.0	0.4
R_RECOAH9	BHNFPM_02896	117.0	0.4
R_REPHACCOAI	BHNFPM_00525	202.0	0.8
R_RHCCE	BHNFPM_03345	130.0	0.5
R_RIBFLVt2	(BHNFPM_00186 and BHNFPM_00187 and BHNFPM_00188 and BHNFPM_02754)	225.5	0.9
R_RIBabc	((BHNFPM_00510 and BHNFPM_00511 and BHNFPM_00512 and BHNFPM_00513) or (BHNFPM_01088 and BHNFPM_02092) or (BHNFPM_02094 and BHNFPM_03709) or (BHNFPM_03951 and BHNFPM_03952 and BHNFPM_03953) or (BHNFPM_04180 and BHNFPM_04181 and BHNFPM_04182) or BHNFPM_01086 or BHNFPM_04181)	437.5	1.7
R_RIBabc1	(BHNFPM_00510 and BHNFPM_00511 and BHNFPM_00512 and BHNFPM_00513)	437.5	1.7
R_RIBabcpp	((BHNFPM_00508 and BHNFPM_04180 and BHNFPM_04181) or (BHNFPM_00510 and BHNFPM_03955 and BHNFPM_04180) or (BHNFPM_01340 and BHNFPM_02093 and BHNFPM_03709) or (BHNFPM_01389 and BHNFPM_02093) or (BHNFPM_03955 and BHNFPM_04180 and BHNFPM_04181) or BHNFPM_02093 or BHNFPM_03955 or BHNFPM_04181)	353.0	1.3
R_RMNabc	(BHNFPM_00387 and BHNFPM_01490 and BHNFPM_03762)	148.3	0.6
R_RNDR1	((BHNFPM_01777 and BHNFPM_01778) or BHNFPM_01778 or BHNFPM_02872 or BHNFPM_03281 or BHNFPM_03506 or BHNFPM_03532)	325.5	1.2
R_RNDR2	((BHNFPM_01777 and BHNFPM_01778) or BHNFPM_01778 or BHNFPM_02872 or BHNFPM_03281 or BHNFPM_03506 or BHNFPM_03532)	325.5	1.2
R_RNDR3	((BHNFPM_01777 and BHNFPM_01778) or BHNFPM_01778 or BHNFPM_02872 or BHNFPM_03281 or BHNFPM_03506 or BHNFPM_03532)	325.5	1.2
R_RNDR4	((BHNFPM_01777 and BHNFPM_01778) or BHNFPM_02872 or BHNFPM_03281 or BHNFPM_03506 or BHNFPM_03532)	325.5	1.2
R_RNMK	BHNFPM_03992	184.0	0.7
R_RNTR1	BHNFPM_03532	59.7	0.2
R_RNTR2	BHNFPM_03532	59.7	0.2
R_RNTR3	BHNFPM_03532	59.7	0.2
R_RNTR4	BHNFPM_03532	59.7	0.2
R_RPE	BHNFPM_01987	285.0	1.1
R_RPI	(BHNFPM_00388 or BHNFPM_04143)	250.0	0.9
R_RU5PS	BHNFPM_01218	249.0	0.9
R_S6PG	BHNFPM_01420	620.0	2.3
R_SADT	BHNFPM_02417	544.0	2.1
R_SALCHS2FEexs	spontaneous	0.0	0.0
R_SALCHS4FEexs	spontaneous	0.0	0.0
R_SALCpts	((BHNFPM_01824 and BHNFPM_01825 and BHNFPM_04420) or (BHNFPM_01824 and BHNFPM_01825))	473.0	1.8
R_SAOR	BHNFPM_02421	192.0	0.7
R_SARCOX	(BHNFPM_02428 or BHNFPM_03304)	201.0	0.8
R_SARCOX2	BHNFPM_03304	10.675	0.0
R_SBTpts	((BHNFPM_01824 and BHNFPM_01825) or BHNFPM_01824)	443.5	1.7
R_SBTptspp	BHNFPM_00882	10.4	0.0
R_SBTt2	BHNFPM_03952	167.0	0.6
R_SDPDS	(BHNFPM_02606 or BHNFPM_03300)	477.0	1.8
R_SDPTA	BHNFPM_03752	350.0	1.3
R_SELabcpp	((BHNFPM_00261 and BHNFPM_00262 and BHNFPM_00263) or (BHNFPM_00318 and BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00318 and BHNFPM_00319) or (BHNFPM_00319 and BHNFPM_00680))	250.33333333333334	0.9
R_SELtpp	(BHNFPM_00318 and BHNFPM_00319)	62.35	0.2
R_SERAT	(BHNFPM_00136 or BHNFPM_03893)	333.0	1.3
R_SERD_L	((BHNFPM_01994 and BHNFPM_01995) or BHNFPM_00560)	386.0	1.5
R_SERGLUGLNtr	((BHNFPM_01722 and BHNFPM_01723 and BHNFPM_01724 and BHNFPM_01725 and BHNFPM_01726) or BHNFPM_03285)	439.0	1.7
R_SERabc	(BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_SERt2r	(BHNFPM_00872 or BHNFPM_04405)	608.0	2.3
R_SERtpp	BHNFPM_03820	54.3	0.2
R_SHCHCS3	BHNFPM_03357	81.3	0.3
R_SHCHD2_1	BHNFPM_02411	112.0	0.4
R_SHCHF_2	BHNFPM_02412	234.0	0.9
R_SHGO	BHNFPM_01469	389.0	1.5
R_SHK3Dr	BHNFPM_03011	261.0	1.0
R_SHKK	BHNFPM_02881	117.0	0.4
R_SHSL1	(BHNFPM_02188 or BHNFPM_03781 or BHNFPM_03782)	513.0	1.9
R_SHSL2	BHNFPM_02188	486.0	1.8
R_SHSL2r	(BHNFPM_03781 or BHNFPM_03782)	540.0	2.0
R_SHSL3	BHNFPM_02188	486.0	1.8
R_SHSL4r	(BHNFPM_02188 or BHNFPM_03782)	486.0	1.8
R_SLCYSS	(BHNFPM_00101 or BHNFPM_02188)	509.0	1.9
R_SLGH	BHNFPM_00397	86.7	0.3
R_SLNTabcpp	((BHNFPM_00318 and BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00318 and BHNFPM_00319))	171.375	0.6
R_SLNTtpp	(BHNFPM_00318 and BHNFPM_00319)	62.35	0.2
R_SMIA1	BHNFPM_01444	91.75	0.3
R_SMIA1Eabc	BHNFPM_01444	91.75	0.3
R_SMIA1abc	BHNFPM_01444	91.75	0.3
R_SMIA2abc	BHNFPM_01444	91.75	0.3
R_SMIB1	BHNFPM_01444	91.75	0.3
R_SO3abcpp	((BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00677 and BHNFPM_00678 and BHNFPM_00679 and BHNFPM_00680) or BHNFPM_00319)	394.25	1.5
R_SO3tex	BHNFPM_00649	67.4	0.3
R_SO4t2	(BHNFPM_02151 or BHNFPM_02418)	583.0	2.2
R_SO4tex	BHNFPM_00649	67.4	0.3
R_SPMDabc	((BHNFPM_00571 and BHNFPM_00916) or (BHNFPM_00573 and BHNFPM_00575 and BHNFPM_00915) or BHNFPM_00916 or BHNFPM_03848)	276.0	1.0
R_SPMDabcpp	((BHNFPM_00318 and BHNFPM_00573 and BHNFPM_00916) or (BHNFPM_00571 and BHNFPM_00573 and BHNFPM_00916) or (BHNFPM_00573 and BHNFPM_00916) or (BHNFPM_00574 and BHNFPM_00916) or BHNFPM_00916)	117.85	0.4
R_SPMDt3i	(BHNFPM_02245 or BHNFPM_03769)	90.5	0.3
R_SPMS	BHNFPM_04202	483.0	1.8
R_SPODM	(BHNFPM_00504 or BHNFPM_02936 or BHNFPM_03440)	365.0	1.4
R_SPP	BHNFPM_00806	54.7	0.2
R_SPTc	BHNFPM_02201	106.0	0.4
R_SSALx	BHNFPM_01393	508.0	1.9
R_SSALy	BHNFPM_01393	550.0	2.1
R_SSCOARy	BHNFPM_01393	499.0	1.9
R_STFRNAt	BHNFPM_01134	25.8	0.1
R_SUCBZL	BHNFPM_03355	460.0	1.7
R_SUCBZS	BHNFPM_03354	352.0	1.3
R_SUCBZT1	BHNFPM_00799	40.8	0.2
R_SUCBZT2	BHNFPM_00799	40.8	0.2
R_SUCCt2_2pp	BHNFPM_03756	182.0	0.7
R_SUCD1	((BHNFPM_03157 and BHNFPM_03158 and BHNFPM_03159) or BHNFPM_03304)	606.3333333333334	2.3
R_SUCD2	(BHNFPM_03157 and BHNFPM_03158)	462.3333333333333	1.7
R_SUCD4	BHNFPM_03167	47.333333333333336	0.2
R_SUCD5_BS	(BHNFPM_03157 and BHNFPM_03158 and BHNFPM_03159)	606.3333333333334	2.3
R_SUCOAS	(BHNFPM_02017 and BHNFPM_02018)	589.5	2.2
R_SUCR	BHNFPM_03405	159.0	0.6
R_SUCRt2	BHNFPM_03952	167.0	0.6
R_SUCpts	((BHNFPM_01824 and BHNFPM_01825 and BHNFPM_03880) or (BHNFPM_01824 and BHNFPM_01825) or BHNFPM_01341 or BHNFPM_01824)	517.3333333333334	2.0
R_SUCptspp	BHNFPM_00882	13.0	0.0
R_SULAabc	BHNFPM_03336	59.0	0.2
R_SULFACabcpp	((BHNFPM_00261 and BHNFPM_00262 and BHNFPM_00263) or (BHNFPM_00262 and BHNFPM_00263) or BHNFPM_00262 or BHNFPM_00263 or BHNFPM_01589 or BHNFPM_03336)	250.33333333333334	0.9
R_SULFACtex	BHNFPM_00649	67.4	0.3
R_SULR	BHNFPM_04329	96.3	0.4
R_SULabc	((BHNFPM_00575 and BHNFPM_00678 and BHNFPM_00679 and BHNFPM_00680) or BHNFPM_00319 or BHNFPM_00536)	335.75	1.3
R_SULabcpp	((BHNFPM_00318 and BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00318 and BHNFPM_00319) or (BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00677 and BHNFPM_00678 and BHNFPM_00679 and BHNFPM_00680) or BHNFPM_00319)	394.25	1.5
R_St	spontaneous	0.0	0.0
R_TAGURr	BHNFPM_04147	332.0	1.3
R_TALA	BHNFPM_04176	313.0	1.2
R_TARTDC	BHNFPM_03950	536.0	2.0
R_TAURabc	((BHNFPM_00261 and BHNFPM_00262) or BHNFPM_00262 or BHNFPM_01589 or BHNFPM_03335 or BHNFPM_03336)	182.0	0.7
R_TAURabcpp	((BHNFPM_00261 and BHNFPM_00262 and BHNFPM_00263) or BHNFPM_01589 or BHNFPM_03336)	250.33333333333334	0.9
R_TAURtex	BHNFPM_00649	67.4	0.3
R_TCYNTtpp	spontaneous	0.0	0.0
R_TDP	BHNFPM_01143	43.1	0.2
R_TECA1S45	(BHNFPM_04071 and BHNFPM_04073 and BHNFPM_04079 and BHNFPM_04082 and BHNFPM_04083 and BHNFPM_04084)	314.6666666666667	1.2
R_TECA2S45	(BHNFPM_00893 and BHNFPM_00894 and BHNFPM_00895 and BHNFPM_00896 and BHNFPM_04071 and BHNFPM_04073 and BHNFPM_04079 and BHNFPM_04082 and BHNFPM_04083 and BHNFPM_04084)	363.7	1.4
R_TECA3S45	(BHNFPM_04071 and BHNFPM_04073 and BHNFPM_04079 and BHNFPM_04082 and BHNFPM_04083 and BHNFPM_04084)	269.7142857142857	1.0
R_THDPS	BHNFPM_03739	55.5	0.2
R_THIORDXi	((BHNFPM_00612 and BHNFPM_03532 and BHNFPM_04403) or (BHNFPM_00612 and BHNFPM_04403) or (BHNFPM_01497 and BHNFPM_03281) or (BHNFPM_02762 and BHNFPM_03506) or (BHNFPM_02762 and BHNFPM_03532) or (BHNFPM_03532 and BHNFPM_04402 and BHNFPM_04403) or (BHNFPM_04402 and BHNFPM_04403) or BHNFPM_01497 or BHNFPM_02762 or BHNFPM_03165 or BHNFPM_03532)	296.6666666666667	1.1
R_THMDt2	BHNFPM_01784	462.0	1.7
R_THMabc	BHNFPM_03644	61.0	0.2
R_THMabcpp	BHNFPM_00317	16.7	0.1
R_THPAT	BHNFPM_03739	55.5	0.2
R_THRA	BHNFPM_01009	270.0	1.0
R_THRA2	BHNFPM_01009	270.0	1.0
R_THRD	(BHNFPM_01188 or BHNFPM_04239)	424.0	1.6
R_THRD_L	(BHNFPM_00560 or BHNFPM_02422)	574.0	2.2
R_THRS	BHNFPM_00562	493.0	1.9
R_THRS_2	BHNFPM_00562	471.0	1.8
R_THRabc	((BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_THRabcpp	((BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02892)	60.4	0.2
R_THRt2pp	BHNFPM_01212	47.0	0.2
R_THRt2r	BHNFPM_00483	38.1	0.1
R_THZPSN	((BHNFPM_02426 and BHNFPM_02427) or (BHNFPM_03059 and BHNFPM_03091) or BHNFPM_03059 or BHNFPM_03091)	76.875	0.3
R_THZPSN_1	BHNFPM_03048	338.0	1.3
R_TKT1	BHNFPM_02157	978.0	3.7
R_TKT2	BHNFPM_02157	978.0	3.7
R_TMDK1	BHNFPM_04170	280.0	1.1
R_TMDPK_1	BHNFPM_01988	144.0	0.5
R_TMDPP	BHNFPM_02780	623.0	2.4
R_TMDS	BHNFPM_02625	462.0	1.7
R_TMN	BHNFPM_02430	295.0	1.1
R_TMPPP	BHNFPM_01317	224.0	0.8
R_TNTHAC1	spontaneous	0.0	0.0
R_TNTHAC2	spontaneous	0.0	0.0
R_TNTR1	(BHNFPM_01223 or BHNFPM_02808)	319.0	1.2
R_TNTR1x	(BHNFPM_01223 or BHNFPM_02389)	140.0	0.5
R_TNTR2	(BHNFPM_01223 or BHNFPM_02808)	319.0	1.2
R_TNTR2x	BHNFPM_01223	140.0	0.5
R_TNTR3	BHNFPM_01223	155.0	0.6
R_TNTR4	BHNFPM_01223	155.0	0.6
R_TNTep	BHNFPM_01789	90.66666666666667	0.3
R_TOLt7	BHNFPM_01237	104.0	0.4
R_TOLtex	BHNFPM_00649	67.4	0.3
R_TPI	BHNFPM_03657	380.0	1.4
R_TRDR	((BHNFPM_03281 and BHNFPM_03281) or (BHNFPM_03304 and BHNFPM_03532) or BHNFPM_01842 or BHNFPM_02738 or BHNFPM_03281 or BHNFPM_03304 or BHNFPM_03467 or BHNFPM_03506 or BHNFPM_03532 or BHNFPM_03729)	543.0	2.0
R_TRE6PH	BHNFPM_04060	843.0	3.2
R_TREabc	BHNFPM_04338	21.433333333333334	0.1
R_TREpts	((BHNFPM_01824 and BHNFPM_01825 and BHNFPM_04059) or (BHNFPM_01824 and BHNFPM_01825) or BHNFPM_01824 or BHNFPM_04304)	530.6666666666666	2.0
R_TREptspp	((BHNFPM_00882 and BHNFPM_02612) or BHNFPM_00882)	52.25	0.2
R_TRPAS1	BHNFPM_03027	556.0	2.1
R_TRPS1	((BHNFPM_02546 and BHNFPM_02547) or BHNFPM_02546 or BHNFPM_02547)	374.5	1.4
R_TRPS2	((BHNFPM_02546 and BHNFPM_02547) or BHNFPM_02547)	517.0	2.0
R_TRPS3	((BHNFPM_02546 and BHNFPM_02547) or BHNFPM_02546)	359.5	1.4
R_TRPabc	(BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_TRPt2r	(BHNFPM_01638 or BHNFPM_02244)	183.0	0.7
R_TRPt2rpp	BHNFPM_02244	170.0	0.6
R_TRSARr	BHNFPM_03944	390.0	1.5
R_TSULP	BHNFPM_01659	68.9	0.3
R_TSULabc	(BHNFPM_00319 or BHNFPM_00536)	38.8	0.1
R_TSULabcpp	((BHNFPM_00318 and BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00318 and BHNFPM_00319) or (BHNFPM_00319 and BHNFPM_00680) or (BHNFPM_00677 and BHNFPM_00678 and BHNFPM_00679 and BHNFPM_00680) or BHNFPM_00319)	394.25	1.5
R_TSULtex	BHNFPM_00649	67.4	0.3
R_TTRCYCt7pp	BHNFPM_01237	104.0	0.4
R_TTRCYCtm	BHNFPM_00473	71.6	0.3
R_TYRL	BHNFPM_02426	263.0	1.0
R_TYRTA	(BHNFPM_00546 or BHNFPM_02707 or BHNFPM_03734)	448.0	1.7
R_TYRabc	(BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_TYRt2r	BHNFPM_02244	171.0	0.6
R_TYRt2rpp	BHNFPM_02244	173.0	0.7
R_UAAGDS	BHNFPM_01937	528.0	2.0
R_UAG2E	(BHNFPM_02121 or BHNFPM_04139)	551.0	2.1
R_UAG2EMA	(BHNFPM_02121 or BHNFPM_04139)	551.0	2.1
R_UAGCVT	(BHNFPM_04125 or BHNFPM_04175)	677.0	2.6
R_UAGDP	BHNFPM_00069	605.0	2.3
R_UAGPT2_1	BHNFPM_02578	370.0	1.4
R_UAGPT3	(BHNFPM_02578 or BHNFPM_03671)	378.0	1.4
R_UAMAGS	BHNFPM_01940	502.0	1.9
R_UAMAS	BHNFPM_03276	637.0	2.4
R_UAPGR	BHNFPM_03822	382.0	1.4
R_UDCPDP	(BHNFPM_01709 or BHNFPM_02204 or BHNFPM_02572 or BHNFPM_03668)	300.0	1.1
R_UDCPDPex	BHNFPM_02572	159.0	0.6
R_UDPG4E	(BHNFPM_02116 or BHNFPM_03865 or BHNFPM_04038)	378.0	1.4
R_UGMDDS	BHNFPM_00327	461.0	1.7
R_UGT_BS	BHNFPM_03671	127.0	0.5
R_UM4PCP	(BHNFPM_01264 or BHNFPM_02293)	193.0	0.7
R_UMPK	(BHNFPM_02059 or BHNFPM_02731)	396.0	1.5
R_UNK5	BHNFPM_01807	551.0	2.1
R_UPP3MT	BHNFPM_03132	125.0	0.5
R_UPP3MT_2	BHNFPM_02413	342.0	1.3
R_UPP3S	BHNFPM_03132	134.0	0.5
R_UPPDC1	BHNFPM_01647	545.0	2.1
R_UPPRT	(BHNFPM_01962 or BHNFPM_04140)	367.0	1.4
R_URATEt_1	BHNFPM_02408	546.0	2.1
R_URAt2	(BHNFPM_01963 or BHNFPM_02353)	550.0	2.1
R_URAt2pp	BHNFPM_02353	72.8	0.3
R_URCN	BHNFPM_04093	899.0	3.4
R_UREA	BHNFPM_02574	15.033333333333333	0.1
R_UREASE	BHNFPM_00471	228.0	0.9
R_UREA_1	BHNFPM_02574	6.442857142857143	0.0
R_UREAabcpp	((BHNFPM_02889 and BHNFPM_02890 and BHNFPM_02892) or BHNFPM_02889)	68.24	0.3
R_URIDK2r	BHNFPM_02059	358.0	1.4
R_URIH	(BHNFPM_00572 or BHNFPM_01772)	176.0	0.7
R_URIK1	(BHNFPM_02397 or BHNFPM_03035)	362.0	1.4
R_URIK2	(BHNFPM_02397 or BHNFPM_03035)	362.0	1.4
R_URIK3	BHNFPM_03035	362.0	1.4
R_URIt2	BHNFPM_01784	462.0	1.7
R_VALDHr	BHNFPM_02834	646.0	2.4
R_VALTA	(BHNFPM_00551 or BHNFPM_01926)	387.0	1.5
R_VALabc	((BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02631 or BHNFPM_02821 or BHNFPM_03138 or BHNFPM_03709)	301.0	1.1
R_VALabcpp	((BHNFPM_02891 and BHNFPM_02892 and BHNFPM_02893) or (BHNFPM_02891 and BHNFPM_02892) or BHNFPM_02892)	78.34	0.3
R_VALt2r	(BHNFPM_01661 or BHNFPM_03249)	459.0	1.7
R_VALt2rpp	BHNFPM_01661	42.75	0.2
R_VALt3pp	BHNFPM_01661	42.55	0.2
R_VALtex	BHNFPM_00649	67.4	0.3
R_VECOAH	(BHNFPM_00524 or BHNFPM_01622)	242.0	0.9
R_VNDH_2	BHNFPM_01082	397.0	1.5
R_VPAMTr	BHNFPM_01127	170.0	0.6
R_XANt2	(BHNFPM_02353 or BHNFPM_02408)	583.0	2.2
